index,srv-geo_autoscaler_requested_pods,srv-geo_autoscaler_terminating_pods,srv-geo_autoscaler_actual_pods,srv-geo_autoscaler_desired_pods,srv-geo_autoscaler_stable_request_concurrency,srv-geo_autoscaler_panic_request_concurrency,srv-geo_autoscaler_target_concurrency_per_pod,srv-geo_autoscaler_excess_burst_capacity,srv-geo_container_cpu_usage_seconds_total,srv-profile_autoscaler_requested_pods,srv-profile_autoscaler_terminating_pods,srv-profile_autoscaler_actual_pods,srv-profile_autoscaler_desired_pods,srv-profile_autoscaler_stable_request_concurrency,srv-profile_autoscaler_panic_request_concurrency,srv-profile_autoscaler_target_concurrency_per_pod,srv-profile_autoscaler_excess_burst_capacity,srv-profile_container_cpu_usage_seconds_total,srv-rate_autoscaler_requested_pods,srv-rate_autoscaler_terminating_pods,srv-rate_autoscaler_actual_pods,srv-rate_autoscaler_desired_pods,srv-rate_autoscaler_stable_request_concurrency,srv-rate_autoscaler_panic_request_concurrency,srv-rate_autoscaler_target_concurrency_per_pod,srv-rate_autoscaler_excess_burst_capacity,srv-rate_container_cpu_usage_seconds_total,srv-recommendation_autoscaler_requested_pods,srv-recommendation_autoscaler_terminating_pods,srv-recommendation_autoscaler_actual_pods,srv-recommendation_autoscaler_desired_pods,srv-recommendation_autoscaler_stable_request_concurrency,srv-recommendation_autoscaler_panic_request_concurrency,srv-recommendation_autoscaler_target_concurrency_per_pod,srv-recommendation_autoscaler_excess_burst_capacity,srv-recommendation_container_cpu_usage_seconds_total,srv-reservation_autoscaler_requested_pods,srv-reservation_autoscaler_terminating_pods,srv-reservation_autoscaler_actual_pods,srv-reservation_autoscaler_desired_pods,srv-reservation_autoscaler_stable_request_concurrency,srv-reservation_autoscaler_panic_request_concurrency,srv-reservation_autoscaler_target_concurrency_per_pod,srv-reservation_autoscaler_excess_burst_capacity,srv-reservation_container_cpu_usage_seconds_total,srv-search_autoscaler_requested_pods,srv-search_autoscaler_terminating_pods,srv-search_autoscaler_actual_pods,srv-search_autoscaler_desired_pods,srv-search_autoscaler_stable_request_concurrency,srv-search_autoscaler_panic_request_concurrency,srv-search_autoscaler_target_concurrency_per_pod,srv-search_autoscaler_excess_burst_capacity,srv-search_container_cpu_usage_seconds_total
1759620330,3.0,0.0,3.0,3.0,0.931967,0.0,7.0,-181.0,0.23545217958564477,3.0,0.0,3.0,3.0,3.238972,0.0,7.0,-181.0,0.2455424038946098,3.0,2.0,1.0,3.0,484.80641,0.0,7.0,-201.0,0.15405275565460871,3.0,0.0,3.0,3.0,1.260046,0.672923,35.0,-62.0,0.16301600880991826,3.0,2.0,3.0,3.0,7.524433,0.0,7.0,-181.0,0.18573567447099393,3.0,0.0,3.0,6.0,978.953365,0.0,7.0,-181.0,0.45698995955978267
1759620335,3.0,0.0,3.0,3.0,0.931967,0.0,7.0,-181.0,0.2319243886732333,3.0,0.0,3.0,3.0,3.238972,0.0,7.0,-181.0,0.2226506116692914,3.0,2.0,1.0,3.0,484.80641,0.0,7.0,-201.0,0.21380225340427125,3.0,0.0,3.0,3.0,1.260046,0.672923,35.0,-62.0,0.15948257012004588,3.0,2.0,3.0,3.0,7.524433,0.0,7.0,-181.0,0.17931566291600504,3.0,0.0,3.0,6.0,978.953365,0.0,7.0,-181.0,0.45698995955978267
1759620340,3.0,0.0,3.0,3.0,0.931967,0.0,7.0,-181.0,0.20202542068528442,3.0,0.0,3.0,3.0,3.238972,0.0,7.0,-181.0,0.2502324146150337,3.0,2.0,1.0,3.0,484.80641,0.0,7.0,-201.0,0.23955477560253477,3.0,0.0,3.0,3.0,1.260046,0.672923,35.0,-62.0,0.1564426015390683,3.0,2.0,3.0,3.0,7.524433,0.0,7.0,-181.0,0.19306231312178398,3.0,0.0,3.0,6.0,978.953365,0.0,7.0,-181.0,0.4309616048765781
1759620345,3.0,0.0,3.0,3.0,0.931967,0.0,7.0,-181.0,0.2156505244483653,3.0,0.0,3.0,3.0,3.238972,0.0,7.0,-181.0,0.25056368911779453,3.0,2.0,1.0,3.0,484.80641,0.0,7.0,-201.0,0.23482017431032065,3.0,0.0,3.0,3.0,1.260046,0.672923,35.0,-62.0,0.15853322563108177,3.0,2.0,3.0,3.0,7.524433,0.0,7.0,-181.0,0.16690884752733637,3.0,0.0,3.0,6.0,978.953365,0.0,7.0,-181.0,0.46045306109622486
1759620350,3.0,0.0,3.0,3.0,0.931967,0.0,7.0,-181.0,0.23341295387849914,3.0,0.0,3.0,3.0,3.238972,0.0,7.0,-181.0,0.23433234883910092,3.0,2.0,1.0,3.0,484.80641,0.0,7.0,-201.0,0.24566751669072598,3.0,0.0,3.0,3.0,1.260046,0.672923,35.0,-62.0,0.15943835637664389,3.0,2.0,3.0,3.0,7.524433,0.0,7.0,-181.0,0.15793536837478836,3.0,0.0,3.0,6.0,978.953365,0.0,7.0,-181.0,0.4453513821922144
1759620355,3.0,0.0,3.0,3.0,0.931967,0.0,7.0,-181.0,0.2378301702571421,3.0,0.0,3.0,3.0,3.238972,0.0,7.0,-181.0,0.24555979086529062,3.0,2.0,1.0,3.0,484.80641,0.0,7.0,-201.0,0.18379421226517884,3.0,0.0,3.0,3.0,1.260046,0.672923,35.0,-62.0,0.1599283692024302,3.0,2.0,3.0,3.0,7.524433,0.0,7.0,-181.0,0.15838751509166077,3.0,0.0,3.0,6.0,978.953365,0.0,7.0,-181.0,0.46882108484745133
1759620360,3.0,0.0,3.0,3.0,1.290064,0.0,7.0,-181.0,0.23767037553635903,3.0,0.0,3.0,3.0,2.258186,0.0,7.0,-181.0,0.25992567735116706,3.0,2.0,0.0,3.0,326.325269,0.0,7.0,-201.0,0.23323467790231342,3.0,0.0,3.0,3.0,0.938385,0.636153,35.0,-62.0,0.1599283692024302,3.0,0.0,3.0,3.0,1.606174,0.0,7.0,-181.0,0.1673572148099678,3.0,0.0,3.0,6.0,806.47656,0.0,7.0,-181.0,0.4634232132703475
1759620365,3.0,0.0,3.0,3.0,1.290064,0.0,7.0,-181.0,0.23432787194773466,3.0,0.0,3.0,3.0,2.258186,0.0,7.0,-181.0,0.2587179763906611,3.0,2.0,0.0,3.0,326.325269,0.0,7.0,-201.0,0.22261814742117916,3.0,0.0,3.0,3.0,0.938385,0.636153,35.0,-62.0,0.1637410791502872,3.0,0.0,3.0,3.0,1.606174,0.0,7.0,-181.0,0.19043925637349435,3.0,0.0,3.0,6.0,806.47656,0.0,7.0,-181.0,0.4671525548545414
1759620370,3.0,0.0,3.0,3.0,1.290064,0.0,7.0,-181.0,0.23912766311522654,3.0,0.0,3.0,3.0,2.258186,0.0,7.0,-181.0,0.23075816542000765,3.0,2.0,0.0,3.0,326.325269,0.0,7.0,-201.0,0.20257346007646146,3.0,0.0,3.0,3.0,0.938385,0.636153,35.0,-62.0,0.1544673098901374,3.0,0.0,3.0,3.0,1.606174,0.0,7.0,-181.0,0.17548331155947117,3.0,0.0,3.0,6.0,806.47656,0.0,7.0,-181.0,0.48032809910239815
1759620375,3.0,0.0,3.0,3.0,1.290064,0.0,7.0,-181.0,0.24127551409466846,3.0,0.0,3.0,3.0,2.258186,0.0,7.0,-181.0,0.2644985682376506,3.0,2.0,0.0,3.0,326.325269,0.0,7.0,-201.0,0.2158054092564656,3.0,0.0,3.0,3.0,0.938385,0.636153,35.0,-62.0,0.17099703945631914,3.0,0.0,3.0,3.0,1.606174,0.0,7.0,-181.0,0.1668477136923241,3.0,0.0,3.0,6.0,806.47656,0.0,7.0,-181.0,0.4837700122223323
1759620380,3.0,0.0,3.0,3.0,1.290064,0.0,7.0,-181.0,0.2455839078851808,3.0,0.0,3.0,3.0,2.258186,0.0,7.0,-181.0,0.24996400201089058,3.0,2.0,0.0,3.0,326.325269,0.0,7.0,-201.0,0.15041698013169502,3.0,0.0,3.0,3.0,0.938385,0.636153,35.0,-62.0,0.16676166883275156,3.0,0.0,3.0,3.0,1.606174,0.0,7.0,-181.0,0.11821956016058852,3.0,0.0,3.0,6.0,806.47656,0.0,7.0,-181.0,0.4593078698329425
1759620385,3.0,0.0,3.0,3.0,1.290064,0.0,7.0,-181.0,0.22681823672572426,3.0,0.0,3.0,3.0,2.258186,0.0,7.0,-181.0,0.25171754310777145,3.0,2.0,0.0,3.0,326.325269,0.0,7.0,-201.0,0.14103852794900812,3.0,0.0,3.0,3.0,0.938385,0.636153,35.0,-62.0,0.16224685554568197,3.0,0.0,3.0,3.0,1.606174,0.0,7.0,-181.0,0.10475228427271727,3.0,0.0,3.0,6.0,806.47656,0.0,7.0,-181.0,0.44884599609062603
1759620385,3.0,0.0,3.0,3.0,1.290064,0.0,7.0,-181.0,0.23117484871094535,3.0,0.0,3.0,3.0,2.258186,0.0,7.0,-181.0,0.2559529738329168,3.0,2.0,0.0,3.0,326.325269,0.0,7.0,-201.0,0.0010980638941675196,3.0,0.0,3.0,3.0,0.938385,0.636153,35.0,-62.0,0.17080484127260534,3.0,0.0,3.0,3.0,1.606174,0.0,7.0,-181.0,0.16709116109325747,3.0,0.0,3.0,6.0,806.47656,0.0,7.0,-181.0,0.47589909264937236
1759620390,3.0,0.0,3.0,3.0,3.024775,0.0,7.0,-181.0,0.22575766454349824,3.0,0.0,3.0,3.0,6.135218,0.0,7.0,-181.0,0.2525485278899262,3.0,2.0,0.0,3.0,545.727009,0.0,7.0,-211.0,0.001313438108463675,3.0,0.0,3.0,3.0,0.940706,1.190786,35.0,-63.0,0.1725229061658017,3.0,2.0,3.0,3.0,3.383708,0.0,7.0,-181.0,0.19530337443721296,3.0,0.0,3.0,6.0,931.897091,0.0,7.0,-181.0,0.4689295399356096
1759620395,3.0,0.0,3.0,3.0,3.024775,0.0,7.0,-181.0,0.23148104216280813,3.0,0.0,3.0,3.0,6.135218,0.0,7.0,-181.0,0.2517113339956487,3.0,2.0,0.0,3.0,545.727009,0.0,7.0,-211.0,0.0015288123227598304,3.0,0.0,3.0,3.0,0.940706,1.190786,35.0,-63.0,0.1710000269684328,3.0,2.0,3.0,3.0,3.383708,0.0,7.0,-181.0,0.20522313999523725,3.0,0.0,3.0,6.0,931.897091,0.0,7.0,-181.0,0.4689295399356096
1759620400,3.0,0.0,3.0,3.0,3.024775,0.0,7.0,-181.0,0.23201328901855944,3.0,0.0,3.0,3.0,6.135218,0.0,7.0,-181.0,0.2523937398090794,3.0,2.0,0.0,3.0,545.727009,0.0,7.0,-211.0,0.0011787000000000002,3.0,0.0,3.0,3.0,0.940706,1.190786,35.0,-63.0,0.17237919849909922,3.0,2.0,3.0,3.0,3.383708,0.0,7.0,-181.0,0.18165604459289786,3.0,0.0,3.0,6.0,931.897091,0.0,7.0,-181.0,0.4589235508080637
1759620405,3.0,0.0,3.0,3.0,3.024775,0.0,7.0,-181.0,0.23152215757826627,3.0,0.0,3.0,3.0,6.135218,0.0,7.0,-181.0,0.2500644335505054,3.0,2.0,0.0,3.0,545.727009,0.0,7.0,-211.0,0.0011787000000000002,3.0,0.0,3.0,3.0,0.940706,1.190786,35.0,-63.0,0.15720059717185753,3.0,2.0,3.0,3.0,3.383708,0.0,7.0,-181.0,0.13409449590802244,3.0,0.0,3.0,6.0,931.897091,0.0,7.0,-181.0,0.43172015403220854
1759620410,3.0,0.0,3.0,3.0,3.024775,0.0,7.0,-181.0,0.22612453782649844,3.0,0.0,3.0,3.0,6.135218,0.0,7.0,-181.0,0.2500644335505054,3.0,2.0,0.0,3.0,545.727009,0.0,7.0,-211.0,0.0011787000000000002,3.0,0.0,3.0,3.0,0.940706,1.190786,35.0,-63.0,0.16786346753243736,3.0,2.0,3.0,3.0,3.383708,0.0,7.0,-181.0,0.19996878663616494,3.0,0.0,3.0,6.0,931.897091,0.0,7.0,-181.0,0.45037396237256133
1759620415,3.0,0.0,3.0,3.0,3.024775,0.0,7.0,-181.0,0.221786221815231,3.0,0.0,3.0,3.0,6.135218,0.0,7.0,-181.0,0.21019819022759156,3.0,2.0,0.0,3.0,545.727009,0.0,7.0,-211.0,0.0021144134465261514,3.0,0.0,3.0,3.0,0.940706,1.190786,35.0,-63.0,0.15223804260571172,3.0,2.0,3.0,3.0,3.383708,0.0,7.0,-181.0,0.21420965149394997,3.0,0.0,3.0,6.0,931.897091,0.0,7.0,-181.0,0.45333194329005033
1759620420,3.0,0.0,3.0,3.0,1.279977,0.0,7.0,-181.0,0.21862294502098706,3.0,0.0,3.0,3.0,3.306417,0.0,7.0,-181.0,0.23585294531561662,3.0,2.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.0021841844819758087,3.0,0.0,3.0,3.0,1.238915,0.600859,35.0,-62.0,0.1559792663356791,3.0,2.0,3.0,3.0,1.264777,0.0,7.0,-181.0,0.2086319928763017,3.0,0.0,3.0,6.0,122.482911,0.0,7.0,-181.0,0.4601157468377275
1759620425,3.0,0.0,3.0,3.0,1.279977,0.0,7.0,-181.0,0.2186229450209871,3.0,0.0,3.0,3.0,3.306417,0.0,7.0,-181.0,0.24411955015882625,3.0,2.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.002112465792482719,3.0,0.0,3.0,3.0,1.238915,0.600859,35.0,-62.0,0.1673092604289687,3.0,2.0,3.0,3.0,1.264777,0.0,7.0,-181.0,0.21692870260812888,3.0,0.0,3.0,6.0,122.482911,0.0,7.0,-181.0,0.43353406276638373
1759620430,3.0,0.0,3.0,3.0,1.279977,0.0,7.0,-181.0,0.22223176841004516,3.0,0.0,3.0,3.0,3.306417,0.0,7.0,-181.0,0.23506210725410678,3.0,2.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.0013139883542686822,3.0,0.0,3.0,3.0,1.238915,0.600859,35.0,-62.0,0.16888659935345646,3.0,2.0,3.0,3.0,1.264777,0.0,7.0,-181.0,0.14707848762422177,3.0,0.0,3.0,6.0,122.482911,0.0,7.0,-181.0,0.43697418400027943
1759620435,3.0,0.0,3.0,3.0,1.279977,0.0,7.0,-181.0,0.20096132807049194,3.0,0.0,3.0,3.0,3.306417,0.0,7.0,-181.0,0.26036142222731806,3.0,2.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.0010952833333333337,3.0,0.0,3.0,3.0,1.238915,0.600859,35.0,-62.0,0.1539555055097268,3.0,2.0,3.0,3.0,1.264777,0.0,7.0,-181.0,0.13569061091955315,3.0,0.0,3.0,6.0,122.482911,0.0,7.0,-181.0,0.46666014355355173
1759620440,3.0,0.0,3.0,3.0,1.279977,0.0,7.0,-181.0,0.20653076973593953,3.0,0.0,3.0,3.0,3.306417,0.0,7.0,-181.0,0.2122627231385765,3.0,2.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.0010952833333333337,3.0,0.0,3.0,3.0,1.238915,0.600859,35.0,-62.0,0.15348685110325536,3.0,2.0,3.0,3.0,1.264777,0.0,7.0,-181.0,0.16054501466617505,3.0,0.0,3.0,6.0,122.482911,0.0,7.0,-181.0,0.46179924572169734
1759620445,3.0,0.0,3.0,3.0,1.279977,0.0,7.0,-181.0,0.19873389196101682,3.0,0.0,3.0,3.0,3.306417,0.0,7.0,-181.0,0.21702104469562886,3.0,2.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.00105851136895891,3.0,0.0,3.0,3.0,1.238915,0.600859,35.0,-62.0,0.14863159468185294,3.0,2.0,3.0,3.0,1.264777,0.0,7.0,-181.0,0.14099696258386257,3.0,0.0,3.0,6.0,122.482911,0.0,7.0,-181.0,0.46714477441331437
1759620445,3.0,0.0,3.0,,3.0,1.279977,0.0,7.0,-181.0,0.21976266892528196,3.0,0.0,3.0,,3.0,3.306417,0.0,7.0,-181.0,0.24137746586975883,3.0,2.0,0.0,,0.0,0.0,0.0,7.0,-211.0,0.00105851136895891,3.0,0.0,3.0,,3.0,1.238915,0.600859,35.0,-62.0,0.1495653828637461,3.0,2.0,3.0,,3.0,1.264777,0.0,7.0,-181.0,0.17669112942388246,3.0,0.0,3.0,,6.0,122.482911,0.0,7.0,-181.0,0.4715279283133097
1759620450,3.0,0.0,3.0,,3.0,1.768661,0.0,7.0,-181.0,0.2206529137249807,3.0,0.0,3.0,,3.0,2.827253,0.0,7.0,-181.0,0.24417286194502014,3.0,2.0,0.0,,3.0,880.96539,0.0,7.0,-211.0,0.0009148558441558441,3.0,0.0,3.0,,3.0,1.045321,0.734022,35.0,-62.0,0.16636371979743111,0.0,4.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.16944368598342205,3.0,0.0,3.0,,3.0,15.263362,0.0,7.0,-181.0,0.47476917896102566
1759620455,3.0,0.0,3.0,,3.0,1.768661,0.0,7.0,-181.0,0.23367624656924696,3.0,0.0,3.0,,3.0,2.827253,0.0,7.0,-181.0,0.22078812759825758,3.0,2.0,0.0,,3.0,880.96539,0.0,7.0,-211.0,,3.0,0.0,3.0,,3.0,1.045321,0.734022,35.0,-62.0,0.166328026484716,0.0,4.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.17858573278405024,3.0,0.0,3.0,,3.0,15.263362,0.0,7.0,-181.0,0.47037477397911354
1759620460,3.0,0.0,3.0,14.394834778501412,3.0,1.768661,0.0,7.0,-181.0,0.23976064180786277,3.0,0.0,3.0,55.01162056092242,3.0,2.827253,0.0,7.0,-181.0,0.23792103184079233,3.0,2.0,0.0,437.6708881091252,3.0,880.96539,0.0,7.0,-211.0,,3.0,0.0,3.0,39.98545152960888,3.0,1.045321,0.734022,35.0,-62.0,0.16329848381912407,0.0,4.0,1.0,31.460416942201952,0.0,0.0,0.0,7.0,-201.0,0.10165449241154592,3.0,0.0,3.0,516.6660380786619,3.0,15.263362,0.0,7.0,-181.0,0.42098784746518103
1759620465,3.0,0.0,3.0,14.394834778501412,3.0,1.768661,0.0,7.0,-181.0,0.233349783894761,3.0,0.0,3.0,55.01162056092242,3.0,2.827253,0.0,7.0,-181.0,0.24160206541834323,3.0,2.0,0.0,437.6708881091252,3.0,880.96539,0.0,7.0,-211.0,,3.0,0.0,3.0,39.98545152960888,3.0,1.045321,0.734022,35.0,-62.0,0.15137485432892003,0.0,4.0,1.0,31.460416942201952,0.0,0.0,0.0,7.0,-201.0,0.10459498768076807,3.0,0.0,3.0,516.6660380786619,3.0,15.263362,0.0,7.0,-181.0,0.43936724865811383
1759620470,3.0,0.0,3.0,14.394834778501412,3.0,1.768661,0.0,7.0,-181.0,0.21966473976068074,3.0,0.0,3.0,55.01162056092242,3.0,2.827253,0.0,7.0,-181.0,0.24031930946910512,3.0,2.0,0.0,437.6708881091252,3.0,880.96539,0.0,7.0,-211.0,,3.0,0.0,3.0,39.98545152960888,3.0,1.045321,0.734022,35.0,-62.0,0.14966727439706315,0.0,4.0,1.0,31.460416942201952,0.0,0.0,0.0,7.0,-201.0,0.1291037667329658,3.0,0.0,3.0,516.6660380786619,3.0,15.263362,0.0,7.0,-181.0,0.43936724865811383
1759620475,3.0,0.0,3.0,14.394834778501412,3.0,1.768661,0.0,7.0,-181.0,0.1950275351492709,3.0,0.0,3.0,55.01162056092242,3.0,2.827253,0.0,7.0,-181.0,0.22321928555392767,3.0,2.0,0.0,437.6708881091252,3.0,880.96539,0.0,7.0,-211.0,,3.0,0.0,3.0,39.98545152960888,3.0,1.045321,0.734022,35.0,-62.0,0.14588699550603834,0.0,4.0,1.0,31.460416942201952,0.0,0.0,0.0,7.0,-201.0,0.1347688640042432,3.0,0.0,3.0,516.6660380786619,3.0,15.263362,0.0,7.0,-181.0,0.4104104399542927
1759620480,3.0,0.0,3.0,14.394834778501412,3.0,0.202711,0.098486,7.0,-182.0,0.15875140641164223,3.0,0.0,3.0,55.01162056092242,3.0,0.300254,0.072332,7.0,-182.0,0.21164238069821067,3.0,0.0,0.0,437.6708881091252,4.0,3218.138199,3298.449194,7.0,-3510.0,,3.0,0.0,3.0,39.98545152960888,3.0,3.06496,0.797092,35.0,-62.0,0.1362640319197242,0.0,3.0,0.0,31.460416942201952,0.0,0.0,0.0,7.0,-211.0,0.12187435591476078,3.0,0.0,3.0,516.6660380786619,6.0,3218.78362,3298.76761,7.0,-3480.0,0.33139669761632945
1759620485,3.0,0.0,3.0,14.394834778501412,3.0,0.202711,0.098486,7.0,-182.0,0.1672417704177005,3.0,0.0,3.0,55.01162056092242,3.0,0.300254,0.072332,7.0,-182.0,0.17402750415119972,3.0,0.0,0.0,437.6708881091252,4.0,3218.138199,3298.449194,7.0,-3510.0,,3.0,0.0,3.0,39.98545152960888,3.0,3.06496,0.797092,35.0,-62.0,0.12549047889103415,0.0,3.0,0.0,31.460416942201952,0.0,0.0,0.0,7.0,-211.0,0.07116426044866159,3.0,0.0,3.0,516.6660380786619,6.0,3218.78362,3298.76761,7.0,-3480.0,0.3278484210635632
1759620490,3.0,0.0,3.0,0.020664983940529135,3.0,0.202711,0.098486,7.0,-182.0,0.157397102588402,3.0,0.0,3.0,1.016351206424137,3.0,0.300254,0.072332,7.0,-182.0,0.15067522998611024,3.0,0.0,0.0,210.6716442765186,4.0,3218.138199,3298.449194,7.0,-3510.0,,3.0,0.0,3.0,0.061019429287797786,3.0,3.06496,0.797092,35.0,-62.0,0.09172044420201622,0.0,3.0,0.0,462.0817289791614,0.0,0.0,0.0,7.0,-211.0,0.05065443002377842,3.0,0.0,3.0,296.58140163215336,6.0,3218.78362,3298.76761,7.0,-3480.0,0.3278484210635632
1759620495,3.0,0.0,3.0,0.020664983940529135,3.0,0.202711,0.098486,7.0,-182.0,0.09574985787343354,3.0,0.0,3.0,1.016351206424137,3.0,0.300254,0.072332,7.0,-182.0,0.13971204909810497,3.0,0.0,0.0,210.6716442765186,4.0,3218.138199,3298.449194,7.0,-3510.0,,3.0,0.0,3.0,0.061019429287797786,3.0,3.06496,0.797092,35.0,-62.0,0.08018914484466355,0.0,3.0,0.0,462.0817289791614,0.0,0.0,0.0,7.0,-211.0,0.04837863257816046,3.0,0.0,3.0,296.58140163215336,6.0,3218.78362,3298.76761,7.0,-3480.0,0.25061596053643953
1759620500,3.0,0.0,3.0,0.020664983940529135,3.0,0.202711,0.098486,7.0,-182.0,0.1068965028562649,3.0,0.0,3.0,1.016351206424137,3.0,0.300254,0.072332,7.0,-182.0,0.12236403448235084,3.0,0.0,0.0,210.6716442765186,4.0,3218.138199,3298.449194,7.0,-3510.0,,3.0,0.0,3.0,0.061019429287797786,3.0,3.06496,0.797092,35.0,-62.0,0.07628846658773789,0.0,3.0,0.0,462.0817289791614,0.0,0.0,0.0,7.0,-211.0,0.054316683048217844,3.0,0.0,3.0,296.58140163215336,6.0,3218.78362,3298.76761,7.0,-3480.0,0.23525622018440112
1759620505,3.0,0.0,3.0,0.020664983940529135,3.0,0.202711,0.098486,7.0,-182.0,0.10239435131949416,3.0,0.0,3.0,1.016351206424137,3.0,0.300254,0.072332,7.0,-182.0,0.07998830781420709,3.0,0.0,0.0,210.6716442765186,4.0,3218.138199,3298.449194,7.0,-3510.0,,3.0,0.0,3.0,0.061019429287797786,3.0,3.06496,0.797092,35.0,-62.0,0.06280756154707046,0.0,3.0,0.0,462.0817289791614,0.0,0.0,0.0,7.0,-211.0,0.057729261200894284,3.0,0.0,3.0,296.58140163215336,6.0,3218.78362,3298.76761,7.0,-3480.0,0.21812531560399756
1759620505,3.0,0.0,3.0,0.020664983940529135,3.0,0.202711,0.098486,7.0,-182.0,0.10239435131949416,3.0,0.0,3.0,1.016351206424137,3.0,0.300254,0.072332,7.0,-182.0,0.11477630202238243,3.0,0.0,0.0,210.6716442765186,4.0,3218.138199,3298.449194,7.0,-3510.0,,3.0,0.0,3.0,0.061019429287797786,3.0,3.06496,0.797092,35.0,-62.0,0.07328785065640629,0.0,3.0,0.0,462.0817289791614,0.0,0.0,0.0,7.0,-211.0,0.09304415380067559,3.0,0.0,3.0,296.58140163215336,6.0,3218.78362,3298.76761,7.0,-3480.0,0.22909551932753117
1759620510,3.0,0.0,3.0,0.020664983940529135,4.0,23.262168,1.96167,7.0,-183.0,0.10947761945151421,3.0,0.0,3.0,1.016351206424137,6.0,43.372703,0.0,7.0,-181.0,0.11339167859880094,3.0,0.0,0.0,210.6716442765186,4.0,2060.656896,3164.252696,7.0,-3376.0,,3.0,0.0,3.0,0.061019429287797786,3.0,8.639963,14.724659,35.0,-76.0,0.07906634763467238,3.0,0.0,3.0,462.0817289791614,3.0,0.554873,0.0,7.0,-181.0,0.0662837312402072,3.0,0.0,3.0,296.58140163215336,6.0,2173.835595,3172.651505,7.0,-3354.0,0.20696541051285297
1759620515,3.0,0.0,3.0,0.020664983940529135,4.0,23.262168,1.96167,7.0,-183.0,0.09527213416446412,3.0,0.0,3.0,1.016351206424137,6.0,43.372703,0.0,7.0,-181.0,0.10211410522374868,3.0,0.0,0.0,210.6716442765186,4.0,2060.656896,3164.252696,7.0,-3376.0,,3.0,0.0,3.0,0.061019429287797786,3.0,8.639963,14.724659,35.0,-76.0,0.07421016411870214,3.0,0.0,3.0,462.0817289791614,3.0,0.554873,0.0,7.0,-181.0,0.046581623968885995,3.0,0.0,3.0,296.58140163215336,6.0,2173.835595,3172.651505,7.0,-3354.0,0.1849560385065061
1759620520,3.0,0.0,3.0,,4.0,23.262168,1.96167,7.0,-183.0,0.09527213416446412,3.0,0.0,3.0,,6.0,43.372703,0.0,7.0,-181.0,0.09183693573276347,3.0,0.0,0.0,,4.0,2060.656896,3164.252696,7.0,-3376.0,,3.0,0.0,3.0,,3.0,8.639963,14.724659,35.0,-76.0,0.07385198676013319,3.0,0.0,3.0,,3.0,0.554873,0.0,7.0,-181.0,0.041826027967383154,3.0,0.0,3.0,,6.0,2173.835595,3172.651505,7.0,-3354.0,0.16617675866946507
1759620525,3.0,0.0,3.0,,4.0,23.262168,1.96167,7.0,-183.0,0.07866045896674503,3.0,0.0,3.0,,6.0,43.372703,0.0,7.0,-181.0,0.09777472018400048,3.0,0.0,0.0,,4.0,2060.656896,3164.252696,7.0,-3376.0,,3.0,0.0,3.0,,3.0,8.639963,14.724659,35.0,-76.0,0.06451862492720749,3.0,0.0,3.0,,3.0,0.554873,0.0,7.0,-181.0,0.0471786857524986,3.0,0.0,3.0,,6.0,2173.835595,3172.651505,7.0,-3354.0,0.1608476592313985
1759620530,3.0,0.0,3.0,,4.0,23.262168,1.96167,7.0,-183.0,0.08900408741180858,3.0,0.0,3.0,,6.0,43.372703,0.0,7.0,-181.0,0.08624882031220818,3.0,0.0,0.0,,4.0,2060.656896,3164.252696,7.0,-3376.0,,3.0,0.0,3.0,,3.0,8.639963,14.724659,35.0,-76.0,0.05561325839104573,3.0,0.0,3.0,,3.0,0.554873,0.0,7.0,-181.0,0.04075575095355685,3.0,0.0,3.0,,6.0,2173.835595,3172.651505,7.0,-3354.0,0.15725796048921112
1759620535,3.0,0.0,3.0,,4.0,23.262168,1.96167,7.0,-183.0,0.07758823968844544,3.0,0.0,3.0,,6.0,43.372703,0.0,7.0,-181.0,0.08436659805606447,3.0,0.0,0.0,,4.0,2060.656896,3164.252696,7.0,-3376.0,,3.0,0.0,3.0,,3.0,8.639963,14.724659,35.0,-76.0,0.062365916876953975,3.0,0.0,3.0,,3.0,0.554873,0.0,7.0,-181.0,0.04497578127878943,3.0,0.0,3.0,,6.0,2173.835595,3172.651505,7.0,-3354.0,0.11893982123886498
1759620540,1.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.05003496759617841,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.07746093002659198,3.0,0.0,0.0,,0.0,0.0,0.0,7.0,-191.0,,3.0,0.0,3.0,,3.0,6.033785,0.011023,35.0,-62.0,0.053698796124342994,0.0,2.0,1.0,,0.0,-1e-06,0.0,7.0,-201.0,0.043466610104930484,1.0,2.0,1.0,,3.0,5.606827,0.0,7.0,-201.0,0.10159861591292596
